Modulo,Domanda,Opzione,Risposta Corretta
Modulo 3 - Unità didattica 2,Il documento NIST Special Publication SP 800-53 Rev. 5,"Si intitola ""Security and Privacy Controls for Information Systems, Organizations and People""",FALSO
Modulo 3 - Unità didattica 2,Il documento NIST Special Publication SP 800-82 Rev. 2,Fornisce una guida su come proteggere i sistemi di controllo industriale (ICS),VERO
Modulo 3 - Unità didattica 2,Il documento NIST Special Publication SP 800-82 Rev. 2,Fornisce un catalogo integrativo di controlli di sicurezza e privacy per i sistemi informativi e le organizzazioni,FALSO
Modulo 3 - Unità didattica 2,Il documento NIST Special Publication SP 800-82 Rev. 2,"Fa parte della serie 800, pubblicazioni speciali relative alla computer security",VERO
Modulo 3 - Unità didattica 2,Il documento NIST Special Publication SP 800-82 Rev. 2,"Fa parte della serie 800, pubblicazioni speciali che propongono guide pratiche e usabili di soluzioni per la cybersecurity",FALSO
Modulo 3 - Unità didattica 2,Il documento NIST Special Publication SP 800-82 Rev. 2,"Fa parte della serie 800, pubblicazioni speciali che sono documenti rilevanti di Information Technology",FALSO
Modulo 3 - Unità didattica 2,Il documento NIST Special Publication SP 800-82 Rev. 2,Come tutti i documenti NIST può essere solamente acquistato nell'apposito sito,FALSO
Modulo 3 - Unità didattica 2,Il Framework Core del NIST CSF,"È un insieme di attività di sicurezza informatica, risultati che si possono raggiungere e riferimenti applicabili comuni a tutti i settori delle organizzazioni in genere",VERO
Modulo 3 - Unità didattica 2,Il Framework Core del NIST CSF,E' uno standard di sicurezza informatica di alto livello che non presenta linee guida e buone pratiche applicative di settore o riferimenti esterni agli stessi,FALSO
Modulo 3 - Unità didattica 2,Il Framework Core del NIST CSF,"È costituito da cinque funzioni concorrenti e continue: Identifica, Reagisci, Rileva, Rispondi, Recupera",FALSO
Modulo 3 - Unità didattica 2,Il Framework Core del NIST CSF,"È costituito da quattro funzioni concorrenti e continue: Identifica, Proteggi, Rileva, Rispondi",FALSO
Modulo 3 - Unità didattica 2,Il Framework Core del NIST CSF,Identifica le categorie e le sottocategorie chiave associate a ciascuna funzione e le abbina alla documentazione informativa di esempio esistente per ciascuna sottocategoria,VERO
Modulo 3 - Unità didattica 2,Il Framework Core del NIST CSF,Associa a ciascuna funzione le categorie ovvero le suddivisioni di una funzione in gruppi di risultati di sicurezza informatica strettamente legati alle specifiche esigenze,VERO
Modulo 3 - Unità didattica 2,Il futuro NIST CSF 2.0,"Ai cinque pilastri principali del programma del framework attuale, il NIST CSF 2.0 aggiunge la funzione di “Governo”",VERO
Modulo 3 - Unità didattica 2,Il futuro NIST CSF 2.0,Ha di fatto cambiato completamente la logica delle funzioni previste dal NIST CSF 1.1,FALSO
Modulo 3 - Unità didattica 2,Il futuro NIST CSF 2.0,Attraverso la funzione Governo sottolinea che la sicurezza informatica è una delle principali fonti di rischio aziendale come indicazione fondamentale per la leadership,VERO
Modulo 3 - Unità didattica 2,Il futuro NIST CSF 2.0,"Introduce la nuova funzione ""Governo"" che, diversamente dalle altre funzioni, non mantiene la struttura con Categorie e Sottocategorie",FALSO
Modulo 3 - Unità didattica 2,Il futuro NIST CSF 2.0,Mediante la nuova funzione Governo fornisce i risultati per informare ciò che un’organizzazione può fare per raggiungere e dare priorità ai risultati delle altre cinque funzioni,VERO
Modulo 3 - Unità didattica 2,Il futuro NIST CSF 2.0,Enfatizza che le attività di governance sono fondamentali per incorporare la cyber security nella più ampia strategia di gestione del rischio aziendale di un’organizzazione,VERO
Modulo 3 - Unità didattica 2,Il NIST CSF 2.0,"Ha come principale differenza con il NIST CSF 1.1 l'aggiunta di una nuova funzione, ""Govern"" (GV) che si affianca alle quattro funzioni originali",FALSO
Modulo 3 - Unità didattica 2,Il NIST CSF 2.0,"Ha come principale differenza con il NIST CSF 1.1 l'aggiunta di una nuova funzione, ""Govern"" (GV) che si affianca alle cinque funzioni originali",VERO
Modulo 3 - Unità didattica 2,Il NIST CSF 2.0,"E' stato adottato, con poche modifiche, da ACN (Agenzia di Cybersecurity Nazionale) come Framework di riferimento",VERO
Modulo 3 - Unità didattica 2,Il NIST CSF 2.0,Ha di fatto ampliato l'ambito di applicazione riconoscendo che la cybersecurity riguarda l'intera organizzazione e le sue interazioni,VERO
Modulo 3 - Unità didattica 2,Il NIST CSF 2.0,"Fornisce indicazioni più specifiche sul rischio di terze parti, integrando le linee guida sulla catena di fornitura del software nella funzione Govern",VERO
Modulo 3 - Unità didattica 2,Il NIST CSF 2.0,"Fornisce indicazioni più specifiche sul rischio di GDPR, integrando le linee guida sulla privacy e sul trattamento dei dati sensibili",FALSO
Modulo 3 - Unità didattica 2,Il NIST Cyber Security Framework,È uno standard che non è mai stato revisionato dalla prima pubblicazione,FALSO
Modulo 3 - Unità didattica 2,Il NIST Cyber Security Framework,Rispetto all’ISO/IEC 27001 non parla di contromisure ma di risultati o effetti ottenuti realizzando determinate attività,VERO
Modulo 3 - Unità didattica 2,Il NIST Cyber Security Framework,Prevede la certificazione come l’ISO 27001,FALSO
Modulo 3 - Unità didattica 2,Il NIST Cyber Security Framework,Prevede solamente un livello di implementazione,FALSO
Modulo 3 - Unità didattica 2,Il NIST Cyber Security Framework,Contiene numerosi riferimenti informativi ad altri standard,VERO
Modulo 3 - Unità didattica 2,Il NIST Cyber Security Framework,Prevede quattro livelli implementativi o Tiers,VERO
Modulo 3 - Unità didattica 2,Il NIST Cybersecurity Framework,È un insieme di linee guida per mitigare i rischi di sicurezza informatica organizzativa.,VERO
Modulo 3 - Unità didattica 2,Il NIST Cybersecurity Framework,È stato pubblicato dal NIST avendo come obiettivo la realizzazione di uno standard equivalente alla serie ISO/IEC 27000.,FALSO
Modulo 3 - Unità didattica 2,Il NIST Cybersecurity Framework,"È composto da quattro parti: Framework Core, Framework Implementation Tiers, Framework Profiles e Framework Deployment.",FALSO
Modulo 3 - Unità didattica 2,Il NIST Cybersecurity Framework,"Realizza un quadro che ""fornisce una tassonomia di alto livello dei risultati relativi alla sicurezza informatica e una metodologia per valutare e gestire tali risultati"".",VERO
Modulo 3 - Unità didattica 2,Il NIST Cybersecurity Framework,"Realizza un quadro che ""fornisce una tassonomia dettagliata dei risultati della sicurezza informatica e una valutazione di tali risultati"".",FALSO
Modulo 3 - Unità didattica 2,Il NIST Cybersecurity Framework,Realizza un quadro che permette orientamenti sulla protezione della privacy e delle libertà civili in un contesto di sicurezza informatica.,VERO
Modulo 3 - Unità didattica 2,Il NIST Special Publication 800-39 (Variante A),"Ha come titolo: “Managing Information Security Risk”, Organization, Mission, and Information System View.",VERO
Modulo 3 - Unità didattica 2,Il NIST Special Publication 800-39 (Variante A),"Ha come titolo: “Managing Risk in Information Security”, Organization, Mission, and Information System View.",FALSO
Modulo 3 - Unità didattica 2,Il NIST Special Publication 800-39 (Variante A),"Ha come titolo: “Security of Information Risk”, Organization, Mission, and Information System View.",FALSO
Modulo 3 - Unità didattica 2,Il NIST Special Publication 800-39 (Variante A),È il documento di punta della serie di standard e linee guida per la sicurezza delle informazioni sviluppati dal NIST in risposta alla FISMA (Federal Information Security Modernization Act) del Cybersecurity & Infrastructure Security Agency.,VERO
Modulo 3 - Unità didattica 2,Il NIST Special Publication 800-39 (Variante A),È il documento di punta della serie di standard e linee guida per la sicurezza delle informazioni sviluppati dal NIST in risposta all’FIPS (Federal Information Processing Standard) del governo degli Stati Uniti d’America.,FALSO
Modulo 3 - Unità didattica 2,Il NIST Special Publication 800-39 (Variante A),Ha come scopo il fornire una guida per un programma ampio e integrato a livello di organizzazione per la gestione del rischio per la sicurezza delle informazioni in relazione al funzionamento e all'uso dei sistemi informativi federali degli Stati Uniti.,VERO
Modulo 3 - Unità didattica 2,Il NIST Special Publication SP 800-82 Rev. 2,È un documento che fornisce una guida su come proteggere i sistemi di controllo industriale (ICS).,VERO
Modulo 3 - Unità didattica 2,Il NIST Special Publication SP 800-82 Rev. 2,È una pubblicazione che fornisce un catalogo integrativo di controlli di sicurezza e privacy per i sistemi informativi e le organizzazioni.,FALSO
Modulo 3 - Unità didattica 2,Il NIST Special Publication SP 800-82 Rev. 2,È il documento di punta della serie di standard e linee guida per la sicurezza delle informazioni sviluppati dal NIST in risposta alla FISMA della Cybersecurity & Infrastructure Security Agency americana.,FALSO
Modulo 3 - Unità didattica 2,Il NIST Special Publication SP 800-82 Rev. 2,Fa parte della serie di pubblicazioni speciali relative alla computer security.,VERO
Modulo 3 - Unità didattica 2,Il NIST Special Publication SP 800-82 Rev. 2,Fa parte della serie di pubblicazioni speciali che propongono guide pratiche e usabili di soluzioni per la cybersecurity.,FALSO
Modulo 3 - Unità didattica 2,Il NIST Special Publication SP 800-82 Rev. 2,Fa parte della serie di pubblicazioni che sono documenti rilevanti di Information Technology.,FALSO
Modulo 3 - Unità didattica 2,Il PLC (Programmable Logic Controller),È un sistema di controllo a logica programmabile utilizzato per le sue caratteristiche real-time,VERO
Modulo 3 - Unità didattica 2,Il PLC (Programmable Logic Controller),Si interfaccia attraverso gli I/O con motori/attuatori e sensori a macchine e impianti permettendo di realizzare logiche di automazione,VERO
Modulo 3 - Unità didattica 2,Il PLC (Programmable Logic Controller),"Utilizza sempre sistemi operativi standard come, ad esempio, MS Windows",FALSO
Modulo 3 - Unità didattica 2,Il PLC (Programmable Logic Controller),Utilizza tipicamente sistemi operativi con caratteristiche real-time o estensioni che permettano il determinismo,VERO
Modulo 3 - Unità didattica 2,Il PLC (Programmable Logic Controller),Non è mai collegabile a internet,FALSO
Modulo 3 - Unità didattica 2,Il PLC (Programmable Logic Controller),Per le sue caratteristiche non ha mai problematiche di sicurezza informatica,FALSO
Modulo 3 - Unità didattica 2,"Il Requisito Fondazionale ""Resouce Availability (RE)"" di ISA/IEC 62443-1-1","Ha come obiettivo fondamentale assicurare che le risorse essenziali rimangano disponibili anche in caso di attacco informatico o guasto, per evitare il degrado dei servizi.",VERO
Modulo 3 - Unità didattica 2,"Il Requisito Fondazionale ""Resouce Availability (RE)"" di ISA/IEC 62443-1-1","Ha come obiettivo principale la disponibilità per quel che riguarda la sicurezza informatica IT, non OT.",FALSO
Modulo 3 - Unità didattica 2,"Il Requisito Fondazionale ""Resouce Availability (RE)"" di ISA/IEC 62443-1-1","Richiede che per garantire le risorse durante un incidente si applichi il principio della Least Functionality (minima funzionalità), ovvero disabilitare o limitare servizi e funzioni non necessari",FALSO
Modulo 3 - Unità didattica 2,"Il Requisito Fondazionale ""Resouce Availability (RE)"" di ISA/IEC 62443-1-1","Richiede che i componenti del sistema di controllo devono gestire attivamente l'allocazione delle risorse (es. memoria, banda di rete, cicli di CPU) per prevenire attacchi mirati all'esaurimento delle stesse",VERO
Modulo 3 - Unità didattica 2,"Il Requisito Fondazionale ""Resouce Availability (RE)"" di ISA/IEC 62443-1-1",Richiede che per ciascun sistema siano disponibili in backup della configurazione completa per consentire un ripristino completo del sistema in caso di guasto o compromissione,VERO
Modulo 3 - Unità didattica 2,"Il Requisito Fondazionale ""Resouce Availability (RE)"" di ISA/IEC 62443-1-1",Prevede che l'intensità e la robustezza richieste si basino sull'analisi dei rischi e sul livello di sicurezza desiderato (da SL 1 a SL 4),VERO
Modulo 3 - Unità didattica 2,Il Requisito Fondazionale Restrict Data Flow (RDF) di ISA/IEC 62443,Richiede che il flusso di dati sia limitato solo a ciò che è necessario per la funzione operativa prevista.,VERO
Modulo 3 - Unità didattica 2,Il Requisito Fondazionale Restrict Data Flow (RDF) di ISA/IEC 62443,Consente qualsiasi comunicazione tra zone e condotti purché siano cifrati.,FALSO
Modulo 3 - Unità didattica 2,Il Requisito Fondazionale Restrict Data Flow (RDF) di ISA/IEC 62443,Significa definire zone e conduit e stabilire regole di comunicazione ammesse tra di essi.,VERO
Modulo 3 - Unità didattica 2,Il Requisito Fondazionale Restrict Data Flow (RDF) di ISA/IEC 62443,Riguarda soltanto la protezione dei dati a riposo nei dispositivi di automazione,FALSO
Modulo 3 - Unità didattica 2,Il Requisito Fondazionale Restrict Data Flow (RDF) di ISA/IEC 62443,E' uno dei sette Requisiti Fondazionali (Foundational Requirements) definiti dalla IEC 62443,VERO
Modulo 3 - Unità didattica 2,Il Requisito Fondazionale Restrict Data Flow (RDF) di ISA/IEC 62443,Può essere implementato con l'ausili di firewall industriali per permettono la comunicazione solo attraverso le porte e mediante i protocolli strettamente necessari,VERO
Modulo 3 - Unità didattica 2,Il Requisito Fondazionale Restrict Data Flow (RDF) ha tra gli obiettivi:,Limitare la propagazione degli attacchi: impedendo che un attacco informatico si propaghi da una zona a un'altra della rete o del sistema,VERO
Modulo 3 - Unità didattica 2,Il Requisito Fondazionale Restrict Data Flow (RDF) ha tra gli obiettivi:,Ridurre l'esposizione dei dati sensibili: limitando l'accesso ai dati sensibili e critici solo alle zone e ai sistemi che ne hanno bisogno,VERO
Modulo 3 - Unità didattica 2,Il Requisito Fondazionale Restrict Data Flow (RDF) ha tra gli obiettivi:,Migliorare la sicurezza della rete: riducendo il numero di punti di attacco e limitando la possibilità di movimenti laterali degli attaccanti,VERO
Modulo 3 - Unità didattica 2,Il Requisito Fondazionale Restrict Data Flow (RDF) ha tra gli obiettivi:,Migliorare la sicurezza della rete occupandosi direttamente dell'autenticazione degli utenti,FALSO
Modulo 3 - Unità didattica 2,Il Requisito Fondazionale Restrict Data Flow (RDF) ha tra gli obiettivi:,Migliorare la protezione dei dati in transito su Internet,FALSO
Modulo 3 - Unità didattica 2,Il Requisito Fondazionale Restrict Data Flow (RDF) ha tra gli obiettivi:,Rilevare o rendere visibili gli attacchi informatici,VERO
Modulo 3 - Unità didattica 2,"Il risultato atteso NIST CSF ID.AM-08: Sistemi, hardware, software, servizi e dati vengono gestiti durante tutto il loro ciclo di vita vuole significare","Che per tutti i sistemi, gli hardware i software i sevizi e i dati è necessario gestire la configurazione e identificare la durata del ciclo di vita",VERO
Modulo 3 - Unità didattica 2,"Il risultato atteso NIST CSF ID.AM-08: Sistemi, hardware, software, servizi e dati vengono gestiti durante tutto il loro ciclo di vita vuole significare","Che per tutti i sistemi, gli hardware i software è necessario effettuare costantemente gli aggiornamenti di sicurezza durante tutto il ciclo di vita",VERO
Modulo 3 - Unità didattica 2,"Il risultato atteso NIST CSF ID.AM-08: Sistemi, hardware, software, servizi e dati vengono gestiti durante tutto il loro ciclo di vita vuole significare","Che per tutti i sistemi, gli hardware i software fuori dal ciclo di vita, ovvero obsoleti, devono essere sostituti",VERO
Modulo 3 - Unità didattica 2,"Il risultato atteso NIST CSF ID.AM-08: Sistemi, hardware, software, servizi e dati vengono gestiti durante tutto il loro ciclo di vita vuole significare",Che tutti i sistemi e i software installati devono avere una versione (o un riferimento di configurazione) che deve essere legata alla versione dei relativi sotto-componenti,VERO
Modulo 3 - Unità didattica 2,"Il risultato atteso NIST CSF ID.AM-08: Sistemi, hardware, software, servizi e dati vengono gestiti durante tutto il loro ciclo di vita vuole significare","Che tutti i sistemi, gli hardware, i software, i sevizi e i dati deveono essere inventariati",FALSO
Modulo 3 - Unità didattica 2,"Il risultato atteso NIST CSF ID.AM-08: Sistemi, hardware, software, servizi e dati vengono gestiti durante tutto il loro ciclo di vita vuole significare","Che tutti i sistemi, gli hardware, i software, i sevizi e i dati devono essere gestite dagli operatori che hanno l'autorità per farlo",FALSO
Modulo 3 - Unità didattica 2,In un CSMS (Cyber Security Management System) secondo ISA/IEC 62443,I requisiti sono associati agli elementi costitutivi raggruppati in macrocategorie.,VERO
Modulo 3 - Unità didattica 2,In un CSMS (Cyber Security Management System) secondo ISA/IEC 62443,"Le macrocategorie sono: “Risk Analysis”, “Indirizzare il rischio con il CSMS”, “Monitorare e migliorare il CSMS”.",VERO
Modulo 3 - Unità didattica 2,In un CSMS (Cyber Security Management System) secondo ISA/IEC 62443,Ad ogni elemento è associato un elenco di requisiti specifici.,VERO
Modulo 3 - Unità didattica 2,In un CSMS (Cyber Security Management System) secondo ISA/IEC 62443,Gli elementi non sono ulteriormente raggruppati all’interno delle macrocategorie.,FALSO
Modulo 3 - Unità didattica 2,In un CSMS (Cyber Security Management System) secondo ISA/IEC 62443,Ad ogni elemento è associato solo un requisito specifico.,FALSO
Modulo 3 - Unità didattica 2,In un CSMS (Cyber Security Management System) secondo ISA/IEC 62443,"Per ciascun elemento sono rappresentati gli obiettivi, la descrizione e il fondamento logico (rationale) dell’elemento.",VERO
Modulo 3 - Unità didattica 2,ISO/IEC 27002 permette di strutturare i controlli secondo uno schema che prevede i seguenti livelli,Aree di Controllo,VERO
Modulo 3 - Unità didattica 2,ISO/IEC 27002 permette di strutturare i controlli secondo uno schema che prevede i seguenti livelli,Aree di Rischio,FALSO
Modulo 3 - Unità didattica 2,ISO/IEC 27002 permette di strutturare i controlli secondo uno schema che prevede i seguenti livelli,Zone Locali e Remote,FALSO
Modulo 3 - Unità didattica 2,ISO/IEC 27002 permette di strutturare i controlli secondo uno schema che prevede i seguenti livelli,Categorie di Controllo,VERO
Modulo 3 - Unità didattica 2,ISO/IEC 27002 permette di strutturare i controlli secondo uno schema che prevede i seguenti livelli,Contromisure (Controlli),VERO
Modulo 3 - Unità didattica 2,ISO/IEC 27002 permette di strutturare i controlli secondo uno schema che prevede i seguenti livelli,Categorie di Allarme,FALSO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Attività Operative"" definisce che:","L'organizzazione deve pianificare, implementare e controllare i processi necessari per soddisfare i requisiti e implementare le azioni predeterminate",VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Attività Operative"" definisce che:",L'organizzazione deve esaminare anche le conseguenze dei cambiamenti non voluti,VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Attività Operative"" definisce che:",L'organizzazione deve eseguire valutazioni periodiche del risco per la sicurezza delle informazioni o quando si verificano cambiamenti significativi,VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Attività Operative"" definisce che:",L'organizzazione deve determinare la necessità di comunicazioni interne ed esterne rilevanti per l'ISMS,FALSO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Attività Operative"" definisce che:",L'organizzazione deve attuare il piano di trattamento dei rischi per la sicurezza delle informazioni,VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Attività Operative"" definisce che:",L'organizzazione deve effettuare il monitoraggio sull'efficacia dell' ISMS,FALSO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Contesto dell'organizzazione"" definisce che:",L'organizzazione deve determinare le questioni esterne e interne che sono rilevanti per i suoi obiettivi,VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Contesto dell'organizzazione"" definisce che:",L'organizzazione deve determinare solo le questioni interne che sono rilevanti per i suoi obiettivi,FALSO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Contesto dell'organizzazione"" definisce che:",L'organizzazione deve determinare i soggetti interessati rilevanti rispetto al sistema di gestione della sicurezza delle informazioni,VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Contesto dell'organizzazione"" definisce che:",L'organizzazione deve determinare i confini e l'applicabilità del sistema di gestione della sicurezza delle informazioni per stabilirne l'ambito,VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Contesto dell'organizzazione"" definisce che:","L'organizzazione deve stabilire, implementare, mantenere e migliorare continuamente il sistema di gestione della sicurezza delle informazioni",VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Contesto dell'organizzazione"" definisce che:",L'organizzazione deve applicare il sistema di gestione della sicurezza delle informazioni in maniera uniforme anche senza stabilirne l'ambito,FALSO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Supporto"" definisce che:","L'organizzazione abbia le persone, le competenze, le infrastrutture e l'ambiente di lavoro necessari per supportare il SGSI",VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Supporto"" definisce che:",Siano identificati i requisiti di competenza per il personale coinvolto nella gestione della sicurezza delle informazioni e assicurare che siano soddisfatti,VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Supporto"" definisce che:","Il personale sia sesnibilizzato sulla politica di sicurezza delle informazioni, i contributi individuali alla sicurezza delle informazioni, e le implicazioni della mancata conformità ai requisiti del SGSI",VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Supporto"" definisce che:",Siano stabiliti processi di comunicazione efficaci per garantire che le informazioni rilevanti sulla sicurezza siano condivise internamente ed esternamente,VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Supporto"" definisce che:",Esistano le basi per l'implementazione di un SGSI ma non per il suo mantenimento,FALSO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Supporto"" definisce che:",Le attività operative per l'istituzione e il mantenimento di un SGSI siano completamente realizzate,FALSO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Valutazione delle Prestazioni""",Definisce i criteri di valutazione del rischio operativo sulla sicurezza delle informazioni,FALSO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Valutazione delle Prestazioni""","Definisce cosa deve essere monitorato e misurato, compresi i processi e i controlli sulla sicurezza delle informazioni",VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Valutazione delle Prestazioni""",Definisce quando devono essere eseguiti il monitoraggio e la misurazione,VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Valutazione delle Prestazioni""","Definisce i metodi di monitoraggio, misurazione, analisi e valutazione, a seconda dei casi, per garantire risultati validi.",VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Valutazione delle Prestazioni""",Permette all'organizzazione di valutare le prestazioni di sicurezza delle informazioni e l'efficacia del sistema di gestione della sicurezza delle informazioni,VERO
Modulo 3 - Unità didattica 2,"L'area tematica dei requisiti ISO/IEC 27001 ""Valutazione delle Prestazioni""",Non si occupa di definire i criteri e le modalità di ispezione (Audit Interno) delegati alle Attività Operative,FALSO
Modulo 3 - Unità didattica 2,L'attributo dei controlli ISO/IEC 27001:2022 Cybersecurity Concepts,"Permettono di associare, e quindi etichettare, un controllo ad una funzione del NIST CSF Core",VERO
Modulo 3 - Unità didattica 2,L'attributo dei controlli ISO/IEC 27001:2022 Cybersecurity Concepts,"Permettono di associare, e quindi etichettare, un controllo ISO/IEC 27001 ad una funzione dell'IEC 62443-3-2",FALSO
Modulo 3 - Unità didattica 2,L'attributo dei controlli ISO/IEC 27001:2022 Cybersecurity Concepts,"Può essere associato alle funzioni: Identify, Protect, Detect, Respond e Recover",VERO
Modulo 3 - Unità didattica 2,L'attributo dei controlli ISO/IEC 27001:2022 Cybersecurity Concepts,"Può assumere uno dei seguenti livelli di sicurezza: SL1, SL2, SL3 o SL4",FALSO
Modulo 3 - Unità didattica 2,L'attributo dei controlli ISO/IEC 27001:2022 Cybersecurity Concepts,"Può essere associato ai tipi: Preventive, Detective and Corrective",FALSO
Modulo 3 - Unità didattica 2,L'attributo dei controlli ISO/IEC 27001:2022 Cybersecurity Concepts,"Può essere associato alle proprietà: Confidentiality, Integrity and Avalability",FALSO
Modulo 3 - Unità didattica 2,L’Area di Controllo 6 dell’ISO 27001 2013 Annex A “Organizzazione della Sicurezza delle Informazioni”,Ha tra gli obiettivi lo stabilire un quadro di riferimento per intraprendere e controllare l’attuazione e l’esercizio della sicurezza delle informazioni all’interno dell’organizzazione,VERO
Modulo 3 - Unità didattica 2,L’Area di Controllo 6 dell’ISO 27001 2013 Annex A “Organizzazione della Sicurezza delle Informazioni”,Ha tra gli obiettivi l’assicurare la sicurezza del telelavoro e dell’uso di dispositivi portatili,VERO
Modulo 3 - Unità didattica 2,L’Area di Controllo 6 dell’ISO 27001 2013 Annex A “Organizzazione della Sicurezza delle Informazioni”,È composta da quattro gruppi di controlli,FALSO
Modulo 3 - Unità didattica 2,L’Area di Controllo 6 dell’ISO 27001 2013 Annex A “Organizzazione della Sicurezza delle Informazioni”,È composta da due gruppi di controlli,VERO
Modulo 3 - Unità didattica 2,L’Area di Controllo 6 dell’ISO 27001 2013 Annex A “Organizzazione della Sicurezza delle Informazioni”,Ha tra i controlli la separazione dei compiti e le aree di responsabilità,VERO
Modulo 3 - Unità didattica 2,L’Area di Controllo 6 dell’ISO 27001 2013 Annex A “Organizzazione della Sicurezza delle Informazioni”,Ha tra i controlli la condivisione dei compiti e le aree di responsabilità,FALSO
Modulo 3 - Unità didattica 2,L’Area di Controllo 7 dell’ISO 27001 2013 Annex A “Sicurezza delle Risorse Umane” include le seguenti Categorie di Controllo,Prima dell’impiego,VERO
Modulo 3 - Unità didattica 2,L’Area di Controllo 7 dell’ISO 27001 2013 Annex A “Sicurezza delle Risorse Umane” include le seguenti Categorie di Controllo,Selezione del personale,FALSO
Modulo 3 - Unità didattica 2,L’Area di Controllo 7 dell’ISO 27001 2013 Annex A “Sicurezza delle Risorse Umane” include le seguenti Categorie di Controllo,Durante l’impiego,VERO
Modulo 3 - Unità didattica 2,L’Area di Controllo 7 dell’ISO 27001 2013 Annex A “Sicurezza delle Risorse Umane” include le seguenti Categorie di Controllo,Formazione del Personale,FALSO
Modulo 3 - Unità didattica 2,L’Area di Controllo 7 dell’ISO 27001 2013 Annex A “Sicurezza delle Risorse Umane” include le seguenti Categorie di Controllo,Discontinuità del rapporto di lavoro,FALSO
Modulo 3 - Unità didattica 2,L’Area di Controllo 7 dell’ISO 27001 2013 Annex A “Sicurezza delle Risorse Umane” include le seguenti Categorie di Controllo,Cessazione e variazione del rapporto di lavoro,VERO
Modulo 3 - Unità didattica 2,L’Area di Controllo 8 dell’ISO 27001 2013 Annex A “Gestione degli asset”,Ha tra gli obiettivi l’identificazione degli asset dell’organizzazione e definire adeguate responsabilità per la loro protezione,VERO
Modulo 3 - Unità didattica 2,L’Area di Controllo 8 dell’ISO 27001 2013 Annex A “Gestione degli asset”,Ha tra gli obiettivi l’assicurare che le informazioni ricevano un adeguato livello di protezione in linea con la loro importanza per l’organizzazione,VERO
Modulo 3 - Unità didattica 2,L’Area di Controllo 8 dell’ISO 27001 2013 Annex A “Gestione degli asset”,"Ha tra gli obiettivi il prevenire la divulgazione non autorizzata, la modifica, la rimozione o la distruzione delle informazioni archiviate sui supporti",VERO
Modulo 3 - Unità didattica 2,L’Area di Controllo 8 dell’ISO 27001 2013 Annex A “Gestione degli asset”,Ha tra i controlli la “Sicurezza delle informazioni nella gestione dei progetti”,FALSO
Modulo 3 - Unità didattica 2,L’Area di Controllo 8 dell’ISO 27001 2013 Annex A “Gestione degli asset”,Ha tra i controlli la “Classificazione delle informazioni”,VERO
Modulo 3 - Unità didattica 2,L’Area di Controllo 8 dell’ISO 27001 2013 Annex A “Gestione degli asset”,Ha tra i controlli la “Non memorizzazione delle informazioni”,FALSO
Modulo 3 - Unità didattica 2,L’Area di Controllo 9 dell’ISO 27001 2013 Annex A “Controllo degli Accessi (logici)” include le seguenti Categorie di Controllo,Requisiti di business per il controllo degli accessi,VERO
Modulo 3 - Unità didattica 2,L’Area di Controllo 9 dell’ISO 27001 2013 Annex A “Controllo degli Accessi (logici)” include le seguenti Categorie di Controllo,Gestione degli accessi degli utenti,VERO
Modulo 3 - Unità didattica 2,L’Area di Controllo 9 dell’ISO 27001 2013 Annex A “Controllo degli Accessi (logici)” include le seguenti Categorie di Controllo,Responsabilità dell’utente,VERO
